facility_id,report_year,report_month,numerator,denominator,readmission_rate_pct,performance_status,kpi_name,facility_name,region
NH-021,2025,5,6,40,15.0,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,6,7,41,17.07,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,7,3,41,7.32,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,8,4,42,9.52,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,9,3,42,7.14,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,10,8,40,20.0,WARNING,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,11,5,42,11.9,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,12,2,39,5.13,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2026,1,9,40,22.5,ALERT,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2026,2,7,40,17.5,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2026,3,6,41,14.63,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2026,4,4,41,9.76,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-022,2025,4,6,54,11.11,ON TARGET,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,5,12,51,23.53,ALERT,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,6,9,53,16.98,ON TARGET,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,7,10,55,18.18,WARNING,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,8,5,53,9.43,ON TARGET,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,9,15,55,27.27,ALERT,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,10,10,52,19.23,WARNING,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,11,10,54,18.52,WARNING,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2025,12,10,55,18.18,WARNING,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2026,1,9,51,17.65,ON TARGET,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2026,2,17,52,32.69,ALERT,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2026,3,9,54,16.67,ON TARGET,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-022,2026,4,14,55,25.45,ALERT,30-Day Readmission Rate,Brooklyn Care Center 4,NYC Metro
NH-023,2025,4,3,17,17.65,ON TARGET,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,5,4,15,26.67,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,6,3,16,18.75,WARNING,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,7,4,15,26.67,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,8,6,17,35.29,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,9,5,15,33.33,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,10,5,17,29.41,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,11,3,16,18.75,WARNING,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2025,12,4,15,26.67,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2026,1,5,16,31.25,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2026,2,4,17,23.53,ALERT,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2026,3,3,17,17.65,ON TARGET,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-023,2026,4,3,17,17.65,ON TARGET,30-Day Readmission Rate,Huntington Care Center 4,Long Island
NH-024,2025,4,10,55,18.18,WARNING,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,5,5,55,9.09,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,6,7,54,12.96,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,7,8,55,14.55,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,8,5,56,8.93,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,9,4,55,7.27,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,10,6,55,10.91,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,11,7,54,12.96,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2025,12,6,55,10.91,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2026,1,8,54,14.81,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2026,2,8,55,14.55,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2026,3,5,55,9.09,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-024,2026,4,5,54,9.26,ON TARGET,30-Day Readmission Rate,Malone Care Center 4,North Country
NH-025,2025,4,5,29,17.24,ON TARGET,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,5,7,27,25.93,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,6,5,28,17.86,ON TARGET,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,7,7,28,25.0,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,8,8,29,27.59,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,9,7,29,24.14,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,10,8,28,28.57,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,11,7,29,24.14,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2025,12,6,23,26.09,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2026,1,5,28,17.86,ON TARGET,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2026,2,8,29,27.59,ALERT,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2026,3,4,27,14.81,ON TARGET,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-025,2026,4,4,27,14.81,ON TARGET,30-Day Readmission Rate,Olean Care Center 5,Western NY
NH-026,2025,4,4,52,7.69,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,5,11,51,21.57,WARNING,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,6,17,52,32.69,ALERT,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,7,8,51,15.69,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,8,11,52,21.15,WARNING,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,9,7,51,13.73,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,10,11,53,20.75,WARNING,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,11,7,52,13.46,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2025,12,8,51,15.69,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2026,1,8,51,15.69,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2026,2,7,48,14.58,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2026,3,8,51,15.69,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-026,2026,4,7,50,14.0,ON TARGET,30-Day Readmission Rate,Syracuse Care Center 5,Central NY
NH-027,2025,4,5,42,11.9,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,5,3,42,7.14,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,6,3,42,7.14,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,7,4,43,9.3,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,8,3,42,7.14,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,9,4,42,9.52,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,10,4,43,9.3,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,11,1,42,2.38,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2025,12,5,41,12.2,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2026,1,8,43,18.6,WARNING,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2026,2,3,43,6.98,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2026,3,6,42,14.29,ON TARGET,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-027,2026,4,10,44,22.73,ALERT,30-Day Readmission Rate,Troy Care Center 5,Capital Region
NH-028,2025,4,14,47,29.79,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,5,13,51,25.49,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,6,9,49,18.37,WARNING,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,7,15,48,31.25,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,8,16,51,31.37,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,9,15,49,30.61,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,10,16,50,32.0,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,11,15,49,30.61,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2025,12,15,51,29.41,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2026,1,16,47,34.04,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2026,2,15,49,30.61,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2026,3,16,49,32.65,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-028,2026,4,16,50,32.0,ALERT,30-Day Readmission Rate,Queens Care Center 5,NYC Metro
NH-029,2025,4,4,43,9.3,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,5,3,42,7.14,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,6,4,44,9.09,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,7,3,45,6.67,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,8,4,44,9.09,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,9,1,45,2.22,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,10,6,43,13.95,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,11,4,42,9.52,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2025,12,4,44,9.09,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2026,1,3,45,6.67,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2026,2,6,45,13.33,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2026,3,4,44,9.09,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-029,2026,4,3,45,6.67,ON TARGET,30-Day Readmission Rate,Oyster Bay Care Center 5,Long Island
NH-030,2025,4,9,52,17.31,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,5,17,52,32.69,ALERT,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,6,8,54,14.81,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,7,11,53,20.75,WARNING,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,8,7,55,12.73,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,9,9,52,17.31,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,10,17,55,30.91,ALERT,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,11,9,53,16.98,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2025,12,10,55,18.18,WARNING,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2026,1,8,52,15.38,ON TARGET,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2026,2,12,55,21.82,WARNING,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2026,3,13,53,24.53,ALERT,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-030,2026,4,13,54,24.07,ALERT,30-Day Readmission Rate,Canton Care Center 5,North Country
NH-031,2025,4,7,38,18.42,WARNING,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,5,3,38,7.89,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,6,7,39,17.95,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,7,4,40,10.0,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,8,6,40,15.0,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,9,5,38,13.16,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,10,0,39,0.0,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,11,4,38,10.53,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2025,12,6,38,15.79,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2026,1,4,38,10.53,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2026,2,5,39,12.82,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2026,3,5,39,12.82,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-031,2026,4,3,38,7.89,ON TARGET,30-Day Readmission Rate,Buffalo Care Center 6,Western NY
NH-032,2025,4,16,50,32.0,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,5,8,54,14.81,ON TARGET,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,6,11,51,21.57,WARNING,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,7,14,55,25.45,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,8,12,54,22.22,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,9,13,54,24.07,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,10,14,54,25.93,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,11,13,52,25.0,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2025,12,20,54,37.04,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2026,1,10,55,18.18,WARNING,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2026,2,10,54,18.52,WARNING,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2026,3,18,54,33.33,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-032,2026,4,12,53,22.64,ALERT,30-Day Readmission Rate,Utica Care Center 6,Central NY
NH-033,2025,4,7,52,13.46,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,5,10,51,19.61,WARNING,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,6,7,52,13.46,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,7,5,53,9.43,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,8,6,53,11.32,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,9,13,52,25.0,ALERT,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,10,9,53,16.98,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,11,5,53,9.43,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2025,12,10,52,19.23,WARNING,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2026,1,10,51,19.61,WARNING,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2026,2,11,50,22.0,WARNING,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2026,3,8,49,16.33,ON TARGET,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-033,2026,4,9,49,18.37,WARNING,30-Day Readmission Rate,Schenectady Care Center 6,Capital Region
NH-034,2025,4,10,59,16.95,ON TARGET,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,5,12,57,21.05,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,6,8,57,14.04,ON TARGET,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,7,10,59,16.95,ON TARGET,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,8,18,59,30.51,ALERT,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,9,13,56,23.21,ALERT,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,10,11,56,19.64,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,11,12,57,21.05,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2025,12,11,58,18.97,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2026,1,13,58,22.41,ALERT,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2026,2,12,58,20.69,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2026,3,10,58,17.24,ON TARGET,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-034,2026,4,11,59,18.64,WARNING,30-Day Readmission Rate,Manhattan Care Center 6,NYC Metro
NH-035,2025,4,8,29,27.59,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,5,6,28,21.43,WARNING,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,6,12,29,41.38,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,7,13,29,44.83,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,8,5,27,18.52,WARNING,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,9,7,28,25.0,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,10,10,29,34.48,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,11,10,28,35.71,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2025,12,5,29,17.24,ON TARGET,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2026,1,9,29,31.03,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2026,2,6,28,21.43,WARNING,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2026,3,10,27,37.04,ALERT,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-035,2026,4,2,27,7.41,ON TARGET,30-Day Readmission Rate,Islip Care Center 6,Long Island
NH-036,2025,4,5,48,10.42,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,5,5,49,10.2,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,6,2,48,4.17,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,7,6,48,12.5,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,8,4,49,8.16,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,9,5,49,10.2,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,10,6,47,12.77,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,11,6,48,12.5,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2025,12,5,49,10.2,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2026,1,3,48,6.25,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2026,2,8,49,16.33,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2026,3,7,44,15.91,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-036,2026,4,6,47,12.77,ON TARGET,30-Day Readmission Rate,Watertown Care Center 6,North Country
NH-037,2025,4,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,5,3,15,20.0,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,6,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,7,4,15,26.67,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,8,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,9,5,14,35.71,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,10,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,11,3,14,21.43,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2025,12,1,15,6.67,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2026,1,3,14,21.43,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2026,2,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2026,3,2,15,13.33,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-037,2026,4,3,15,20.0,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 7,Western NY
NH-038,2025,4,2,19,10.53,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,5,5,19,26.32,ALERT,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,6,4,19,21.05,WARNING,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,7,1,19,5.26,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,8,2,18,11.11,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,9,2,19,10.53,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,10,4,19,21.05,WARNING,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,11,3,19,15.79,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2025,12,2,19,10.53,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2026,1,3,15,20.0,WARNING,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2026,2,2,19,10.53,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2026,3,2,19,10.53,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-038,2026,4,3,19,15.79,ON TARGET,30-Day Readmission Rate,Rome Care Center 7,Central NY
NH-039,2025,4,16,56,28.57,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,5,13,58,22.41,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,6,12,59,20.34,WARNING,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,7,17,56,30.36,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,8,8,57,14.04,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,9,10,55,18.18,WARNING,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,10,15,59,25.42,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,11,6,55,10.91,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2025,12,7,57,12.28,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2026,1,11,57,19.3,WARNING,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2026,2,9,57,15.79,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2026,3,15,56,26.79,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-039,2026,4,11,58,18.97,WARNING,30-Day Readmission Rate,Saratoga Springs Care Center 7,Capital Region
NH-040,2025,4,7,39,17.95,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,5,14,40,35.0,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,6,5,39,12.82,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,7,8,39,20.51,WARNING,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,8,9,40,22.5,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,9,7,38,18.42,WARNING,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,10,10,39,25.64,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,11,9,39,23.08,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2025,12,6,38,15.79,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2026,1,8,38,21.05,WARNING,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2026,2,8,38,21.05,WARNING,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2026,3,10,40,25.0,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-040,2026,4,10,38,26.32,ALERT,30-Day Readmission Rate,Staten Island Care Center 7,NYC Metro
NH-041,2025,4,12,44,27.27,ALERT,30-Day Readmission Rate,Hempstead Care Center 7,Long Island
NH-041,2025,5,10,46,21.74,WARNING,30-Day Readmission Rate,Hempstead Care Center 7,Long Island
NH-041,2025,6,10,46,21.74,WARNING,30-Day Readmission Rate,Hempstead Care Center 7,Long Island
NH-041,2025,7,11,43,25.58,ALERT,30-Day Readmission Rate,Hempstead Care Center 7,Long Island
