facility_id,report_year,report_quarter,staff_separations,avg_staff_headcount,rn_hours_per_day,turnover_rate_pct,performance_status,kpi_name,facility_name,region
NH-040,2026,2,6,107.0,1.68,5.6,ON TARGET,Staff Turnover Rate,Staten Island Care Center 7,NYC Metro
NH-041,2025,1,9,100.0,1.66,9.0,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-041,2025,2,8,120.0,0.89,6.7,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-041,2025,3,9,115.0,0.31,7.8,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-041,2026,1,11,174.0,0.71,6.3,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-041,2026,2,5,62.0,0.63,8.1,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-042,2025,1,16,161.0,0.55,9.9,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,2,13,107.0,0.76,12.1,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,3,6,71.0,1.64,8.5,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,4,9,122.0,1.21,7.4,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2026,1,17,159.0,0.87,10.7,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2026,2,12,101.0,0.84,11.9,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-043,2025,1,5,112.0,1.11,4.5,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,2,5,151.0,0.56,3.3,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,3,7,146.0,1.25,4.8,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,4,2,74.0,1.05,2.7,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2026,1,5,115.0,0.8,4.3,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2026,2,7,144.0,1.24,4.9,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-044,2025,1,7,55.0,0.6,12.7,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,2,9,49.0,1.13,18.4,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,3,14,74.0,1.06,18.9,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,4,10,57.0,0.44,17.5,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2026,1,22,164.0,1.42,13.4,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2026,2,20,138.0,1.15,14.5,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-045,2025,1,33,177.0,0.85,18.6,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,2,14,88.0,1.33,15.9,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,3,32,179.0,1.01,17.9,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,4,20,138.0,1.51,14.5,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2026,1,20,157.0,1.03,12.7,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2026,2,19,164.0,1.19,11.6,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-046,2025,1,6,117.0,1.24,5.1,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,2,9,145.0,1.3,6.2,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,3,2,50.0,0.63,4.0,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,4,5,120.0,1.13,4.2,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2026,2,2,49.0,0.37,4.1,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-047,2025,1,4,122.0,1.58,3.3,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,2,6,131.0,1.71,4.6,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,3,6,177.0,1.44,3.4,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,4,2,50.0,0.93,4.0,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2026,1,3,67.0,1.53,4.5,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2026,2,7,130.0,0.93,5.4,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-048,2025,1,5,90.0,0.83,5.6,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,2,7,133.0,1.35,5.3,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,3,3,71.0,0.56,4.2,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,4,8,179.0,0.52,4.5,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2026,1,11,173.0,1.25,6.4,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2026,2,5,107.0,0.92,4.7,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-049,2025,1,6,163.0,0.89,3.7,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,2,3,83.0,0.58,3.6,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,3,5,162.0,1.57,3.1,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,4,6,154.0,1.4,3.9,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2026,1,5,114.0,0.8,4.4,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2026,2,2,85.0,0.74,2.4,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-050,2025,1,25,171.0,0.91,14.6,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,2,24,160.0,1.4,15.0,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,3,24,153.0,0.48,15.7,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,4,21,144.0,0.65,14.6,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2026,1,21,140.0,0.4,15.0,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2026,2,8,55.0,1.31,14.5,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
