facility_id,report_year,report_quarter,staff_separations,avg_staff_headcount,rn_hours_per_day,turnover_rate_pct,performance_status,kpi_name,facility_name,region
NH-041,2026,2,6,53.0,1.38,11.3,ON TARGET,Staff Turnover Rate,Hempstead Care Center 7,Long Island
NH-042,2025,1,12,158.0,0.89,7.6,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,2,5,80.0,1.63,6.2,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,3,3,52.0,0.5,5.8,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2025,4,12,163.0,1.74,7.4,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-042,2026,2,6,87.0,0.82,6.9,ON TARGET,Staff Turnover Rate,Plattsburgh Care Center 7,North Country
NH-043,2025,1,7,106.0,0.7,6.6,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,2,7,86.0,1.1,8.1,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,3,5,82.0,0.92,6.1,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2025,4,7,151.0,1.11,4.6,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2026,1,6,122.0,1.62,4.9,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-043,2026,2,9,108.0,1.77,8.3,ON TARGET,Staff Turnover Rate,Lockport Care Center 8,Western NY
NH-044,2025,1,6,87.0,0.38,6.9,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,2,10,115.0,0.63,8.7,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,3,11,120.0,0.48,9.2,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2025,4,15,140.0,1.58,10.7,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2026,1,7,87.0,0.93,8.0,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-044,2026,2,13,174.0,0.6,7.5,ON TARGET,Staff Turnover Rate,Auburn Care Center 8,Central NY
NH-045,2025,1,8,137.0,1.35,5.8,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,2,6,58.0,0.35,10.3,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,3,10,93.0,1.19,10.8,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2025,4,12,123.0,1.01,9.8,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2026,1,11,156.0,0.79,7.1,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-045,2026,2,16,162.0,1.72,9.9,ON TARGET,Staff Turnover Rate,Glens Falls Care Center 8,Capital Region
NH-046,2025,1,10,71.0,0.71,14.1,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,2,8,84.0,1.16,9.5,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,3,6,78.0,1.0,7.7,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2025,4,19,155.0,1.21,12.3,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2026,1,10,105.0,1.29,9.5,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-046,2026,2,10,118.0,1.63,8.5,ON TARGET,Staff Turnover Rate,Bronx Care Center 8,NYC Metro
NH-047,2025,1,13,87.0,0.54,14.9,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,2,7,51.0,0.6,13.7,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,3,17,117.0,1.32,14.5,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2025,4,11,84.0,0.6,13.1,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2026,1,11,105.0,1.39,10.5,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-047,2026,2,7,69.0,1.64,10.1,ON TARGET,Staff Turnover Rate,Babylon Care Center 8,Long Island
NH-048,2025,1,5,77.0,0.79,6.5,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,2,5,66.0,0.41,7.6,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,3,10,147.0,1.22,6.8,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2025,4,8,101.0,1.56,7.9,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2026,1,3,43.0,1.03,7.0,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-048,2026,2,12,162.0,1.71,7.4,ON TARGET,Staff Turnover Rate,Ogdensburg Care Center 8,North Country
NH-049,2025,1,11,117.0,0.36,9.4,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,2,15,93.0,0.56,16.1,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,3,25,178.0,0.6,14.0,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2025,4,16,148.0,1.37,10.8,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2026,1,23,169.0,1.08,13.6,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-049,2026,2,12,114.0,1.5,10.5,ON TARGET,Staff Turnover Rate,Batavia Care Center 9,Western NY
NH-050,2025,1,5,66.0,0.48,7.6,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,2,3,50.0,1.76,6.0,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,3,10,99.0,1.52,10.1,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2025,4,3,59.0,0.43,5.1,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2026,1,10,94.0,0.53,10.6,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
NH-050,2026,2,9,98.0,1.65,9.2,ON TARGET,Staff Turnover Rate,Cortland Care Center 9,Central NY
